,api,sw_name,bu_id,project,azimuth,dog_leg,inclination,meas_depth,subsea_depth,tvd_depth
0,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,0.0,0.0,0.0,0.0,-59.12,0.0
1,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,233.04,0.0,0.63,164.12,105.0,164.11669
2,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,236.57,0.23,0.77,228.13,169.0,228.1219
3,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,233.69,0.41,1.15,320.86,261.72,320.83872
4,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,285.16,1.02,0.42,413.63,354.48,413.60025
5,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,173.57,1.48,1.19,508.35,449.19,508.31347
6,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,161.73,4.33,5.14,600.39,541.08,600.19549
7,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,157.89,4.0,8.83,693.23,633.21,692.33099
8,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,158.0,4.77,13.36,788.27,726.45,785.57037
9,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,160.63,4.72,17.72,881.76,816.5,875.62214
10,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.9,3.79,21.3,978.32,907.5,966.62455
11,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.7,3.6,24.7,1073.27,994.89,1054.01395
12,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.29,4.38,28.7,1166.03,1077.75,1136.86743
13,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,166.06,4.6,33.09,1261.82,1159.93,1219.04612
14,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,167.74,3.01,35.74,1355.2,1236.96,1296.07647
15,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,168.57,2.84,38.48,1453.28,1315.17,1374.28642
16,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,166.89,3.05,41.19,1548.91,1388.6,1447.7155
17,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.0,3.59,44.35,1643.82,1458.26,1517.38189
18,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.45,5.76,49.58,1736.64,1521.59,1580.7068
19,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.31,3.32,52.77,1832.69,1581.8,1640.91735
20,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.96,4.87,57.39,1927.74,1636.19,1695.3128
21,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,161.79,5.98,63.05,2023.82,1683.9,1743.01526
22,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.85,4.25,66.96,2118.64,1723.95,1783.07411
23,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.66,2.05,68.76,2213.65,1759.76,1818.88021
24,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.45,2.0,69.69,2309.25,1793.67,1852.79205
25,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.05,0.44,69.49,2404.74,1826.97,1886.09349
26,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.97,0.24,69.7,2499.3,1859.94,1919.06276
27,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.63,0.86,69.17,2593.72,1893.11,1952.23042
28,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.74,1.3,70.41,2689.41,1926.17,1985.28762
29,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.54,1.05,69.43,2784.18,1958.71,2017.82539
30,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.03,1.52,69.78,2879.83,1992.04,2051.16071
31,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.26,0.57,69.29,2974.2,2025.04,2084.15628
32,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.91,1.36,69.55,3069.19,2058.43,2117.54858
33,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.7,0.78,69.62,3164.07,2091.53,2150.6454
34,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.33,0.92,68.99,3258.32,2124.83,2183.9534
35,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.78,1.66,67.46,3353.64,2160.19,2219.31323
36,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.36,1.43,68.77,3449.51,2195.93,2255.0482
37,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.31,1.18,69.89,3544.38,2229.42,2288.53593
38,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.47,1.16,69.75,3639.31,2262.17,2321.28554
39,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.81,0.97,70.62,3735.11,2294.64,2353.76058
40,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.38,1.44,70.74,3829.24,2325.78,2384.90493
41,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.55,2.1,68.9,3924.4,2358.61,2417.732
42,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.5,1.1,67.86,4018.8,2393.39,2452.51367
43,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.84,1.55,69.3,4113.73,2428.06,2487.18201
44,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.13,1.58,70.79,4209.64,2460.79,2519.91409
45,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.15,1.29,71.6,4305.45,2491.68,2550.7993
46,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.44,2.6,69.23,4400.02,2523.38,2582.49831
47,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,161.82,1.63,70.67,4495.37,2556.07,2615.18811
48,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.19,1.84,68.95,4590.52,2588.91,2648.02709
49,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,162.61,2.27,66.82,4686.01,2624.85,2683.97453
50,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,163.43,0.82,66.62,4781.07,2662.43,2721.54567
51,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.38,2.68,69.02,4876.39,2698.41,2757.52927
52,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,164.36,0.08,69.09,4971.39,2732.37,2791.48964
53,500292363200,MPM-18,MILNEPT,MILNE_SCHRADER,165.28,1.6,70.35,5066.98,2765.5,2824.62246
