api,sw_name,bu_id,project,azimuth,dog_leg,inclination,meas_depth,subsea_depth,tvd_depth
500292135800,MPC-15,MILNEPT,MILNE_KUP,0.0,0.0,0.0,0.0,-52.0,0.0
500292135800,MPC-15,MILNEPT,MILNE_KUP,197.69,0.0,0.42,100.0,48.0,99.9991
500292135800,MPC-15,MILNEPT,MILNE_KUP,225.3,0.22,0.47,200.0,148.0,199.9962
500292135800,MPC-15,MILNEPT,MILNE_KUP,187.1,0.34,0.55,300.0,247.99,299.99251
500292135800,MPC-15,MILNEPT,MILNE_KUP,249.8,0.57,0.55,400.0,347.99,399.98874
500292135800,MPC-15,MILNEPT,MILNE_KUP,255.6,0.14,0.42,500.0,447.99,499.98514
500292135800,MPC-15,MILNEPT,MILNE_KUP,267.39,0.14,0.3,600.0,547.98,599.98316
500292135800,MPC-15,MILNEPT,MILNE_KUP,303.7,0.18,0.25,700.0,647.98,699.98208
500292135800,MPC-15,MILNEPT,MILNE_KUP,157.0,0.45,0.22,800.0,747.98,799.98175
500292135800,MPC-15,MILNEPT,MILNE_KUP,75.39,0.22,0.05,900.0,847.98,899.98148
500292135800,MPC-15,MILNEPT,MILNE_KUP,337.4,0.38,0.37,1000.0,947.98,999.98079
500292135800,MPC-15,MILNEPT,MILNE_KUP,317.7,0.21,0.18,1100.0,1047.98,1099.97961
500292135800,MPC-15,MILNEPT,MILNE_KUP,264.89,0.19,0.23,1200.0,1147.98,1199.97905
500292135800,MPC-15,MILNEPT,MILNE_KUP,265.19,0.01,0.22,1300.0,1247.98,1299.97828
500292135800,MPC-15,MILNEPT,MILNE_KUP,200.8,0.2,0.05,1400.0,1347.98,1399.97799
500292135800,MPC-15,MILNEPT,MILNE_KUP,292.7,0.19,0.18,1500.0,1447.98,1499.97782
500292135800,MPC-15,MILNEPT,MILNE_KUP,282.11,0.05,0.22,1600.0,1547.98,1599.97721
500292135800,MPC-15,MILNEPT,MILNE_KUP,301.0,0.09,0.15,1700.0,1647.98,1699.97669
500292135800,MPC-15,MILNEPT,MILNE_KUP,112.61,0.32,0.17,1800.0,1747.98,1799.97656
500292135800,MPC-15,MILNEPT,MILNE_KUP,328.5,0.23,0.07,1900.0,1847.98,1899.97644
500292135800,MPC-15,MILNEPT,MILNE_KUP,199.19,0.23,0.18,2000.0,1947.98,1999.97629
500292135800,MPC-15,MILNEPT,MILNE_KUP,196.1,0.04,0.22,2100.0,2047.98,2099.97568
500292135800,MPC-15,MILNEPT,MILNE_KUP,166.5,0.12,0.25,2200.0,2147.97,2199.97487
500292135800,MPC-15,MILNEPT,MILNE_KUP,61.3,0.32,0.15,2300.0,2247.97,2299.97449
500292135800,MPC-15,MILNEPT,MILNE_KUP,66.3,0.12,0.27,2400.0,2347.97,2399.9738
500292135800,MPC-15,MILNEPT,MILNE_KUP,312.7,0.27,0.0,2500.0,2447.97,2499.97343
500292135800,MPC-15,MILNEPT,MILNE_KUP,169.11,0.12,0.12,2600.0,2547.97,2599.97336
500292135800,MPC-15,MILNEPT,MILNE_KUP,110.7,0.15,0.17,2700.0,2647.97,2699.97308
500292135800,MPC-15,MILNEPT,MILNE_KUP,76.19,0.2,0.32,2800.0,2747.97,2799.97219
500292135800,MPC-15,MILNEPT,MILNE_KUP,204.5,1.0,0.77,2900.0,2847.97,2899.96943
500292135800,MPC-15,MILNEPT,MILNE_KUP,277.11,0.74,0.28,3000.0,2947.97,2999.9657
500292135800,MPC-15,MILNEPT,MILNE_KUP,122.61,0.83,0.57,3100.0,3047.96,3099.96438
500292135800,MPC-15,MILNEPT,MILNE_KUP,115.0,2.09,2.65,3200.0,3147.92,3199.91948
500292135800,MPC-15,MILNEPT,MILNE_KUP,107.5,2.69,5.3,3300.0,3247.67,3299.67064
500292135800,MPC-15,MILNEPT,MILNE_KUP,93.2,2.94,7.77,3400.0,3347.02,3399.01961
500292135800,MPC-15,MILNEPT,MILNE_KUP,91.11,2.5,10.25,3500.0,3445.78,3497.77827
500292135800,MPC-15,MILNEPT,MILNE_KUP,99.2,2.91,12.68,3600.0,3543.78,3595.7819
500292135800,MPC-15,MILNEPT,MILNE_KUP,101.81,3.07,15.68,3700.0,3640.72,3692.72492
500292135800,MPC-15,MILNEPT,MILNE_KUP,107.4,3.2,18.43,3800.0,3736.32,3788.32459
500292135800,MPC-15,MILNEPT,MILNE_KUP,106.61,2.8,21.22,3900.0,3830.39,3882.38875
