api,sw_name,bu_id,project,azimuth,dog_leg,inclination,meas_depth,subsea_depth,tvd_depth
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,0.0,0.0,0.0,0.0,-72.0,0.0
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,8.17,0.0,0.41,100.0,28.0,99.99915
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,347.35,0.58,0.77,171.0,99.0,170.99534
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,226.42,1.09,0.33,261.0,188.99,260.99273
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,180.25,3.32,3.17,350.0,277.94,349.94357
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,180.14,2.11,5.09,441.0,368.7,440.70301
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,178.23,0.7,5.7,532.0,459.3,531.29954
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,179.75,0.91,4.9,621.0,547.92,619.91837
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,183.97,2.23,2.84,714.0,640.7,712.70148
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,191.96,1.91,1.06,808.0,734.64,806.64341
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,196.54,1.43,0.65,837.1,763.74,835.74011
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,276.1,0.7,0.2,929.05,855.69,927.68784
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,319.31,0.16,0.09,1023.56,950.2,1022.1975
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,8.21,0.49,0.52,1118.4,1045.04,1117.03601
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,357.95,0.52,0.99,1211.54,1138.17,1210.1677
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,353.95,0.49,1.45,1306.83,1233.44,1305.43586
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,357.59,0.23,1.64,1401.01,1327.58,1399.58149
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,2.81,1.04,0.69,1493.09,1419.64,1491.64142
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,27.83,0.41,0.88,1586.52,1513.06,1585.06288
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,36.37,0.34,1.16,1680.52,1607.05,1679.04795
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,73.98,0.82,0.61,1774.46,1700.98,1772.97708
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,109.04,0.37,0.48,1869.86,1796.37,1868.373
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,310.77,2.48,1.88,1963.8,1890.3,1962.29905
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,312.47,5.5,7.05,2057.85,1984.03,2056.03183
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,314.03,2.32,9.21,2151.43,2076.67,2148.66596
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,313.41,0.41,8.84,2244.44,2168.52,2240.52435
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,313.29,2.48,11.16,2337.97,2260.63,2332.62713
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,314.65,4.05,14.76,2427.21,2347.58,2419.57981
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.88,4.88,19.35,2522.11,2438.28,2510.28316
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.75,4.27,23.32,2615.0,2524.79,2596.79003
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.63,4.23,27.3,2709.2,2609.93,2681.93046
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,315.08,3.91,30.9,2803.2,2692.05,2764.05272
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,314.77,3.94,34.64,2898.25,2771.96,2843.9614
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,315.56,4.17,38.52,2992.08,2847.3,2919.29531
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,315.52,4.33,42.56,3085.41,2918.21,2990.20697
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.76,4.07,46.36,3181.07,2986.47,3058.4721
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,317.2,1.25,47.41,3269.03,3046.59,3118.58899
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.4,0.85,47.95,3363.47,3110.17,3182.173
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,317.64,1.58,46.81,3456.01,3172.84,3244.83516
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,317.53,1.62,45.31,3548.97,3237.34,3309.33871
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.74,0.78,45.78,3642.51,3302.85,3374.84969
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.48,1.14,46.84,3736.93,3368.07,3440.07002
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,315.9,1.81,48.48,3830.76,3431.27,3503.26536
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.5,0.71,48.97,3924.72,3493.25,3565.24844
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.12,0.62,48.48,4016.22,3553.61,3625.60853
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,315.39,0.75,48.01,4111.97,3617.37,3689.37324
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,316.87,1.19,48.23,4206.67,3680.59,3752.59428
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,317.59,0.58,48.12,4300.48,3743.15,3815.15265
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,318.74,1.13,47.5,4393.54,3805.65,3877.65178
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,318.92,0.34,47.21,4487.68,3869.43,3941.42725
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,318.84,1.66,45.65,4581.58,3934.14,4006.14492
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,318.87,1.12,45.29,4613.87,3956.79,4028.7893
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,320.56,1.56,45.12,4691.34,4011.37,4083.37448
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,317.67,2.19,44.76,4786.0,4078.39,4150.38625
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,315.45,1.72,44.35,4879.77,4145.21,4217.20859
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,312.11,3.21,42.41,4973.48,4213.32,4285.32422
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,311.13,2.58,40.1,5066.4,4283.18,4355.17584
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,309.86,3.8,36.6,5160.71,4357.13,4429.12672
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,312.87,4.29,32.86,5256.51,4435.85,4507.85144
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,313.09,2.41,30.62,5349.69,4515.09,4587.0908
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,312.24,1.02,29.76,5443.87,4596.5,4668.49608
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,311.32,0.57,29.47,5537.8,4678.16,4750.15593
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,310.37,2.07,27.59,5631.22,4760.23,4832.22842
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,310.14,3.79,24.08,5723.95,4843.68,4915.67728
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,309.79,4.05,20.4,5814.89,4927.84,4999.83752
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,308.65,3.98,16.66,5909.24,5017.28,5089.28058
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,310.17,4.23,12.74,6002.35,5107.33,5179.32565
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,311.08,4.09,8.9,6096.39,5199.68,5271.67657
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,307.2,2.57,6.55,6189.93,5292.36,5364.36178
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,297.29,1.9,5.06,6284.19,5386.14,5458.13811
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,271.26,2.74,3.25,6377.86,5479.57,5551.56594
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,239.59,2.21,1.54,6472.72,5574.34,5646.34314
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,190.93,2.01,2.5,6566.39,5667.96,5739.96005
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,186.9,2.04,3.36,6609.67,5711.18,5783.18311
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,182.56,0.65,3.19,6655.69,5757.13,5829.12801
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,185.52,0.45,2.79,6750.15,5851.46,5923.45928
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,187.5,0.29,2.54,6842.36,5943.57,6015.5695
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,198.98,0.69,2.08,6936.41,6037.54,6109.54332
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,200.32,0.07,2.12,7030.15,6131.22,6203.22036
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,189.12,0.58,2.43,7123.72,6224.72,6296.71696
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,185.47,0.31,2.67,7217.38,6318.28,6390.28421
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,183.84,0.16,2.8,7311.64,6412.44,6484.43678
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,185.07,0.11,2.72,7402.76,6503.45,6575.45106
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,181.08,0.22,2.63,7498.54,6599.13,6671.12666
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,183.27,0.11,2.63,7592.72,6693.21,6765.20746
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,182.47,0.13,2.51,7687.09,6787.48,6859.48249
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,180.47,0.21,2.34,7779.88,6880.19,6952.18929
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,178.9,0.24,2.12,7874.09,6974.33,7046.32777
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,181.12,0.17,1.99,7961.35,7061.53,7133.53159
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,189.15,0.37,1.76,8055.64,7155.77,7227.77121
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,182.87,0.26,1.6,8149.9,7249.99,7321.9906
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,183.73,0.03,1.6,8242.64,7342.69,7414.69444
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,173.87,0.29,1.61,8336.89,7436.91,7508.90765
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,175.31,0.81,2.38,8431.6,7531.56,7603.55953
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,173.92,1.63,3.92,8526.46,7626.27,7698.27337
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,176.45,0.42,3.55,8622.25,7721.86,7793.85981
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,171.27,0.68,3.0,8713.7,7813.16,7885.16031
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,183.47,0.75,2.73,8802.88,7902.23,7974.2296
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,193.11,0.52,2.86,8897.05,7996.29,8068.28808
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,199.47,0.65,3.36,8990.29,8089.39,8161.39074
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,215.68,1.44,4.16,9082.13,8181.03,8253.03489
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,222.31,0.72,3.65,9176.3,8274.99,8346.98643
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,229.75,0.68,4.05,9270.34,8368.81,8440.81461
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,252.05,2.05,4.88,9363.31,8461.51,8533.50859
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,257.17,0.58,5.2,9458.26,8556.09,8628.09183
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,288.78,4.58,7.61,9549.55,8646.83,8718.83229
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,300.44,4.31,11.31,9645.8,8741.77,8813.76534
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,305.24,1.93,12.81,9739.26,8833.16,8905.16233
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,305.61,1.46,13.85,9810.57,8902.55,8974.55017
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,306.3,2.04,15.77,9905.04,8993.88,9065.87756
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,306.18,0.14,15.9,9998.86,9084.14,9156.13718
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,305.94,0.07,15.9,10092.68,9174.37,9246.36775
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,305.0,0.43,16.21,10186.0,9264.05,9336.048
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,305.2,0.45,16.64,10281.44,9355.59,9427.59295
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,304.98,0.32,16.94,10376.06,9446.18,9518.1792
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,304.15,0.27,16.9,10465.37,9531.62,9603.62315
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,303.47,0.82,16.38,10533.4,9596.8,9668.80409
500292327600,MPS-90,MILNEPT,MILNE_IVISHAK,303.47,0.0,16.38,10600.0,9660.7,9732.70096
