api,sw_name,bu_id,project,survey_num,azimuth,dog_leg,inclination,meas_depth,subsea_depth,tvd_depth
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,0.0,0.0,0.0,0.0,-81.3,0.0
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,0.0,0.0,0.0,46.7,-34.6,46.7
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,335.62,0.21,0.11,100.0,18.7,99.99997
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,335.62,0.2,0.31,198.04,116.74,198.03926
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,254.48,1.72,1.55,286.98,205.67,286.96764
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,244.72,1.9,3.46,389.47,308.06,389.35537
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,242.37,2.45,5.7,481.04,399.33,480.62723
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,238.1,4.38,9.7,573.28,490.72,572.01768
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,227.99,3.35,12.15,665.97,581.73,663.02922
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,221.62,1.44,12.4,761.48,675.06,756.36
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,214.89,1.81,13.23,855.83,767.06,848.36428
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,206.88,2.88,15.11,950.05,858.42,939.72231
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,198.8,5.69,19.87,1043.76,947.79,1029.08751
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,194.21,3.77,22.97,1137.06,1034.64,1115.93877
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,194.12,0.72,23.64,1230.73,1120.67,1201.966
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,195.3,1.89,25.38,1326.15,1207.48,1288.78488
500292382800,MPH-31,MILNEPT,MILNE_SCHRADER,FINAL2,193.44,2.23,27.33,1420.98,1292.46,1373.75579
