api,sw_name,bu_id,project,survey_num,azimuth,dog_leg,inclination,meas_depth,subsea_depth,tvd_depth
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,0.0,0.0,0.0,0.0,-46.3,0.0
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,265.21,0.0,0.57,148.86,102.56,148.85755
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,272.7,0.14,0.67,237.98,191.67,237.97233
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,268.6,0.45,1.07,328.4,282.08,328.38173
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,270.85,0.68,1.69,419.75,373.4,419.7048
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,268.97,1.13,2.72,510.88,464.47,510.76611
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,267.54,0.94,3.58,602.27,555.72,602.01718
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,273.87,1.07,4.45,693.37,646.59,692.89318
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,296.77,2.83,6.0,784.0,736.85,783.15345
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,288.85,0.91,5.93,874.88,827.24,873.54293
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,290.93,0.8,6.62,965.78,917.6,963.8979
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,296.25,2.32,8.73,1061.48,1012.44,1058.73641
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,298.87,2.35,10.94,1157.2,1106.74,1153.04431
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,300.89,0.54,10.6,1251.56,1199.44,1245.74238
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,308.31,1.47,10.18,1347.09,1293.41,1339.71003
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,320.05,2.33,10.82,1442.91,1387.64,1433.93592
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,333.54,2.75,11.28,1538.16,1481.14,1527.43556
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,342.01,1.83,10.6,1633.62,1574.87,1621.16629
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,341.82,0.25,10.84,1729.13,1668.71,1715.00938
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,342.35,0.11,10.82,1824.69,1762.57,1808.86738
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,342.94,0.3,11.08,1919.21,1855.37,1901.66644
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,343.57,0.18,11.2,2014.56,1948.92,1995.21987
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,343.83,0.12,11.1,2110.13,2042.69,2088.98592
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,344.27,0.18,10.95,2205.82,2136.61,2182.90983
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,344.17,0.17,11.11,2301.68,2230.7,2276.999
500292263400,MPC-26,MILNEPT,MILNE_KUP,12970,344.85,0.17,11.2,2397.33,2324.54,2370.84195
