api,sw_name,bu_id,project,azimuth,dog_leg,inclination,meas_depth,subsea_depth,tvd_depth
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,0.0,0.0,0.0,0.0,-72.43,0.0
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,17.91,0.0,0.43,276.0,203.57,275.99741
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,328.24,0.95,1.06,365.0,292.56,364.99016
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,316.0,1.14,2.05,456.0,383.53,455.95575
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,318.19,0.23,2.24,545.0,472.46,544.89326
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,312.46,0.25,2.29,637.0,564.39,636.82138
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,293.65,2.13,4.63,757.69,684.86,757.28647
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,287.51,3.45,7.9,854.24,780.82,853.24785
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,293.13,5.2,12.75,949.44,874.45,946.88059
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,299.29,4.13,16.41,1045.58,967.48,1039.91437
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,299.48,2.52,18.86,1142.83,1060.16,1132.58713
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,298.27,2.44,21.09,1235.84,1147.57,1219.99667
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,292.33,3.59,23.8,1334.2,1238.48,1310.9089
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,292.39,0.83,24.59,1429.98,1325.84,1398.2745
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,290.77,1.63,25.99,1525.99,1412.65,1485.08152
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,289.59,4.2,29.95,1621.28,1496.79,1569.22491
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,288.87,0.57,30.37,1718.06,1580.47,1652.90349
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,290.93,1.2,30.83,1813.84,1662.92,1735.34744
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,293.11,1.19,30.57,1909.57,1745.23,1817.66361
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,290.52,2.54,32.6,2005.56,1827.0,1899.43359
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,288.92,3.7,36.05,2101.85,1906.51,1978.94453
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,287.08,4.52,40.24,2197.91,1982.05,2054.47658
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,287.34,2.05,42.21,2294.18,2054.45,2126.88037
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,288.65,1.96,43.82,2388.15,2123.16,2195.58803
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,289.7,2.21,41.81,2484.65,2193.94,2266.37308
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,289.47,2.04,39.87,2579.89,2265.99,2338.42242
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,289.1,0.7,40.5,2676.34,2339.68,2412.10658
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,291.39,1.54,40.42,2772.77,2413.05,2485.48034
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,291.48,0.54,40.79,2842.02,2465.63,2538.05586
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,291.64,0.22,41.03,2960.71,2555.32,2627.7545
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,292.17,0.37,41.01,3054.05,2625.75,2698.17793
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,292.33,0.88,41.86,3151.83,2699.05,2771.48362
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,294.01,1.42,42.62,3247.94,2770.21,2842.63905
500292315800,MPS-28,MILNEPT,MILNE_SCHRADER,292.76,1.01,43.09,3344.11,2840.71,2913.14019
